Number,SnapId,Distance,Bad Matches,Total Matches,Confidence,FaceId,Top,Bottom,Left,Right,UserEstimate
4277,"5b335ee517c9bf6034a60f7f, 'New', 'New', 'New'",1.0127887725830078,7001fc1b-f404-4a93-ba4b-550b668963c2,236,359,828,951,2,,,
4278,5b335e8517c9bf6034a60f09,0.15986666083335876,0,2,1.0057003498077393,93614e3b-5845-46c3-8bf8-056a77dd216c,279,456,680,857,3
4279,"5b335e3817c9bf6034a60e80, 'New', 'New', 'New'",0.992935061454773,8da838a3-32be-470a-b2bc-3a99bedc09b3,20,167,697,845,5,,,
4280,5b335e2b17c9bf6034a60e6a,0.1612127125263214,0,1,0.6698678731918335,2d888966-0800-4294-842b-4bfb8a357bb5,272,395,592,714,1
4281,5b335ddb17c9bf6034a60df9,0.15206816792488098,0,3,1.0635861158370972,f50f4bdf-c99a-41fc-8495-e1db939ec9fa,94,242,458,605,3
4282,"5b335cb317c9bf6034a60c35, 'New', 'New', 'New'",1.0919532775878906,429121bc-2701-4072-b662-79f854f0830d,207,384,590,767,2,,,
4283,5b335c5f17c9bf6034a60bdf,0.14714054763317108,0,4,1.1155418157577515,a7fce146-518e-468b-8cb8-aa3dd45f9451,139,287,682,830,2
4284,"5b335bcd17c9bf6034a60b41, 'New', 'New', 'New'",1.0598021745681763,a8d8b51c-ea4e-425a-a05b-916cb5e74448,136,259,405,528,2,,,
4285,"5b3359e317c9bf6034a60893, 'New', 'New', 'New'",1.0445985794067383,574b2b50-32dc-4aae-b108-1fa39f93d6ae,171,348,518,695,2,,,
4286,5b3358ab17c9bf6034a60738,0.16065075993537903,0,1,1.0215353965759277,b43c3d5d-dd9a-407e-b3ee-effcec2bc365,38,344,409,715,5
4287,"5b3357b117c9bf6034a605db, 'New', 'New', 'New'",1.070003867149353,d9ecc6d9-3d88-4669-814d-e4e2f315b828,327,429,482,585,4,,,
4288,"5b33565d17c9bf6034a603e9, 'New', 'New', 'New'",1.0666524171829224,26e5776d-3abf-4996-9122-37c96cda3404,273,421,548,695,4,,,
4289,5b33564b17c9bf6034a603b9,0.14610734581947327,0,1,1.0477006435394287,26e5776d-3abf-4996-9122-37c96cda3404,318,466,652,800,4
4290,"5b33541817c9bf6034a600cd, 'New', 'New', 'New'",1.0419657230377197,d22f8add-3089-44e1-8722-9fc5e6af2cb8,149,271,641,764,4,,,
4291,5b33537d17c9bf6034a5ffd5,0.17293360829353333,0,2,0.9374586343765259,8e43cd8a-afbf-46e3-b4ba-987ab5e0cbaa,23,236,601,813,3
4292,5b33530317c9bf6034a5ff72,0.1547718197107315,0,1,1.0800052881240845,64c020d1-abf9-4a44-9115-3189ed9256ee,268,353,315,401,3
4293,"5b33520817c9bf6034a5fe67, 'New', 'New', 'New'",0.5603566765785217,a9471dfa-0ca2-4163-b637-1477b61f0d4b,243,420,734,911,1,,,
4294,5b33520817c9bf6034a5fe67,0.17698699235916138,0,2,0.11828890442848206,04b60f79-9974-411e-bcab-eae781cc553a,268,339,378,449,1
4295,5b33515517c9bf6034a5fd8f,0.17671886086463928,0,1,1.015393853187561,de700782-92f8-442d-a639-ce55394b173d,318,466,503,650,3
4296,5b3350dc17c9bf6034a5fcfd,0.09534260630607605,0,2,1.0450226068496704,07df77fc-976f-48e5-b9f5-f2baa7896c42,323,446,629,752,4
4297,5b3350d417c9bf6034a5fcf9,0.12531591951847076,0,2,0.9978126287460327,07df77fc-976f-48e5-b9f5-f2baa7896c42,360,482,753,876,3
4298,"5b3350cb17c9bf6034a5fccd, 'New', 'New', 'New'",1.0695455074310303,dc3448eb-b547-4569-b0b5-276889d11c43,323,446,380,503,3,,,
4299,5b33504617c9bf6034a5fc2b,0.1805780827999115,0,1,0.6912620067596436,04e42cfb-684b-4447-aee2-05147a1b03be,273,421,667,815,3
4300,5b334f0517c9bf6034a5fab0,0.14638593792915344,0,1,1.0509040355682373,75e86a35-553f-4353-b883-a85dfd28a66c,225,402,572,749,3
4301,"5b334dd317c9bf6034a5f971, 'New', 'New', 'New'",0.9847927093505859,1d711241-1917-426b-8a8a-8fcb3f386de9,100,277,752,929,3,,,
4302,"5b334da017c9bf6034a5f92b, 'New', 'New', 'New'",0.9695415496826172,fba6c2e1-3ff4-44d2-885b-c0070bbad05c,44,257,579,792,3,,,
4303,5b334d2e17c9bf6034a5f8d4,0.17549961805343628,0,1,1.0127838850021362,df400878-1e1a-4adb-8d85-ff8a5db0fa0a,258,406,772,919,4
4304,5b334d1517c9bf6034a5f8b5,0.1799210011959076,0,1,1.0256186723709106,419fa651-7f6e-46d9-9c61-bc4cfb7c1a6f,243,391,548,695,3
4305,"5b334be717c9bf6034a5f6c1, 'New', 'New', 'New'",1.0591086149215698,6ef962c3-7130-4167-a8f8-6e9ea0d126e9,109,321,644,857,4,,,
4306,"5b334b0617c9bf6034a5f5a8, 'New', 'New', 'New'",0.7308431267738342,4a8b0bea-c988-40de-925e-f65fe5abf496,333,480,727,875,2,,,
4307,5b3349d417c9bf6034a5f403,0.16919943690299988,0,1,1.0073769092559814,89ba235b-0954-40af-a605-1f31dc990edd,44,257,644,857,2
4308,5b33491a17c9bf6034a5f320,0.11849117279052734,0,3,1.1010353565216064,ade4b93c-02d4-451a-ba1a-e50451fc2d94,229,376,667,815,3
4309,"5b33473817c9bf6034a5f056, 'New', 'New', 'New'",1.107837200164795,d0e68935-eef9-4fa9-9965-db81173cae8b,169,317,638,785,4,,,
4310,"5b33461b17c9bf6034a5ef25, 'New', 'New', 'New'",1.0204628705978394,a5514fb2-1825-48c9-97ba-38cb37521ba1,261,438,572,749,3,,,
4311,"5b33457917c9bf6034a5ee83, 'New', 'New', 'New'",1.081879734992981,8571e0dc-3ec6-45f2-b1fa-c699da71ba9c,109,257,608,755,4,,,
4312,5b3344b917c9bf6034a5ed27,0.08868265897035599,0,1,1.063218116760254,0ba4acb8-78e2-4642-9530-4f51001a71f0,260,383,517,640,3
4313,5b3344a317c9bf6034a5ed03,0.12077517807483673,0,1,1.0384122133255005,7c02bb48-95f5-4ef2-8015-94dcea54c0bd,348,495,488,635,4
4314,5b33402b17c9bf6034a5e6ed,0.16643625497817993,0,3,1.1618250608444214,ec89320d-923c-411b-addc-bb892180003c,169,317,593,740,1
4315,5b333c8717c9bf6034a5e23d,0.12449002265930176,0,4,1.063264012336731,49531172-00c9-45e9-993d-c72210a0c028,154,302,548,695,4
4316,"5b333aab17c9bf6034a5e051, 'New', 'New', 'New'",1.0752696990966797,4e5818a7-0565-47e9-a93d-4a70ab56ee10,229,376,593,740,2,,,
4317,5b333aab17c9bf6034a5e051,0.17399659752845764,0,1,1.021691918373108,5266caa4-9fe4-44c2-863c-028d00003c99,255,314,261,320,1
4318,5b333a9117c9bf6034a5e01a,0.14370259642601013,0,4,0.2717587947845459,6bf25721-3691-4ccb-87b8-7f46a9d09969,229,376,533,680,1
4319,5b333a8217c9bf6034a5e009,0.17775943875312805,0,2,1.0270217657089233,b5477cdf-481f-40ea-9bf6-2756036c7481,199,346,772,919,3
4320,5b333a7b17c9bf6034a5dffe,0.15638825297355652,0,1,1.0832278728485107,5b6d6f0b-cde9-4e15-9e16-caa8a05d097a,207,384,662,839,2
4321,5b333a7617c9bf6034a5dffc,0.12823441624641418,0,3,1.072371006011963,4e5818a7-0565-47e9-a93d-4a70ab56ee10,199,346,667,815,3
4322,"5b333a2617c9bf6034a5dfb2, 'New', 'New', 'New'",1.0357791185379028,4c2c9780-28a8-42d4-8ee5-4283f96e5057,318,466,697,845,2,,,
4323,"5b33391d17c9bf6034a5de7f, 'New', 'New', 'New'",1.075498342514038,e020c3ed-1689-4a11-a237-70a2a1ef6e2b,35,182,667,815,4,,,
4324,5b3338e717c9bf6034a5de50,0.18232512474060059,0,1,1.0415161848068237,d8c67eec-f8f8-4fb9-8520-e269f72032bc,243,391,697,845,4
4325,"5b3338bc17c9bf6034a5de21, 'New', 'New', 'New'",0.9647423028945923,6afd2b25-7ee6-42e8-be21-0735dfddb920,360,482,679,801,3,,,
4326,"5b33381317c9bf6034a5dd41, 'New', 'New', 'New'",1.0790901184082031,ff0b3b8a-621b-4414-a03b-db834f60e490,171,348,608,785,3,,,
4327,5b33381017c9bf6034a5dd3f,0.14558276534080505,0,1,1.1122568845748901,12ec073b-3cd4-4a94-84f9-8fa1281dd552,233,319,350,435,1
4328,5b33354517c9bf6034a5dac3,0.13824506103992462,0,4,1.006332278251648,b4ef9301-d4e1-4494-bf1a-bd006aabec08,64,241,680,857,3
4329,"5b33342317c9bf6034a5d9c1, 'New', 'New', 'New'",1.0460861921310425,e56a60e8-909a-4083-8907-0c4a22ff9fff,118,295,590,767,5,,,
4330,"5b33324917c9bf6034a5d7ed, 'New', 'New', 'New'",1.0891567468643188,9a19ed5b-6fc0-4e86-a2be-fdab22c099a6,136,313,536,713,5,,,
4331,5b33259517c9bf6034a5d0aa,0.13076278567314148,0,3,1.070815086364746,e9cf3b9f-4ec2-4120-a904-be0db88cf0c8,248,371,653,776,4
4332,5b324b2f17c9bf6034a5ae0b,0.1138288825750351,0,1,1.0310907363891602,46abc5fc-1978-4b8a-b608-7e1943ed8e86,109,321,730,942,4
4333,5b324afc17c9bf6034a5adff,0.09177600592374802,0,3,0.9989619255065918,da2d8f30-f5ac-443b-a658-32e209f4bf1a,258,406,682,830,2
4334,5b324acf17c9bf6034a5adef,0.18324047327041626,0,2,1.0483719110488892,99f4c0c8-0b06-47cd-a968-e61d4ebd36ae,236,359,504,627,2
4335,5b324a6017c9bf6034a5adc7,0.17636041343212128,0,2,1.103530764579773,1da684a7-9581-4a29-a123-4ac6ba1ff9d1,272,395,492,615,1
4336,5b32498d17c9bf6034a5ad3e,0.16462454199790955,0,1,0.961669921875,36e63a68-8224-4f29-be3d-822e647fbef4,152,365,752,964,1
4337,5b32491517c9bf6034a5acfc,0.15051618218421936,0,3,1.053303599357605,3a918a24-067e-431f-9a36-16f5d104b89f,335,458,778,901,4
4338,"5b323f4317c9bf6034a5a5e0, 'New', 'New', 'New'",1.0292327404022217,7ce093eb-d08b-4da4-87d2-bf2610affdd3,315,491,608,785,2,,,
4339,"5b323de317c9bf6034a5a4be, 'New', 'New', 'New'",1.0755398273468018,ea877f8d-8933-420a-9b47-5d170d0e05a0,136,313,554,731,2,,,
4340,"5b323c7117c9bf6034a5a399, 'New', 'New', 'New'",1.0212218761444092,706f11e3-4b08-4d17-ac69-b1dff14b01e5,66,278,579,792,3,,,
4341,"5b323b8217c9bf6034a5a2f2, 'New', 'New', 'New'",1.0535030364990234,2df7eb39-a372-48c2-959e-13c748945c2f,236,359,766,889,4,,,
4342,5b323b7117c9bf6034a5a2d1,0.1871846467256546,0,1,0.993848443031311,143c6aee-afd7-4b8e-b82d-101836ea432a,223,346,691,814,3
4343,"5b323b3117c9bf6034a5a284, 'New', 'New', 'New'",1.0580130815505981,f3481354-066d-4e93-a4f1-e4d9fafda436,254,356,472,575,1,,,
4344,"5b323b2b17c9bf6034a5a26e, 'New', 'New', 'New'",0.9638967514038086,ecafe53e-6fd1-4ae2-b868-baff8d995755,261,332,284,356,1,,,
4345,"5b323a8e17c9bf6034a5a1f3, 'New', 'New', 'New'",0.8057016134262085,7b11bf94-fc3c-4bd2-ad81-4dda5b08ecb3,130,233,493,595,1,,,
4346,"5b323a1317c9bf6034a5a1a7, 'New', 'New', 'New'",1.0465794801712036,836e545e-d07b-4f13-a9fe-dbe37657f75a,28,205,518,695,4,,,
4347,"5b32387f17c9bf6034a5a084, 'New', 'New', 'New'",0.9151687622070312,44cb21f5-93b9-403d-a7cc-75461a8c2908,281,494,708,921,2,,,
4348,"5b32386217c9bf6034a5a070, 'New', 'New', 'New'",1.0109957456588745,b0c708a6-0aee-4975-a940-31ac901d2a20,272,395,617,740,2,,,
4349,"5b32365817c9bf6034a59ec7, 'New', 'New', 'New'",1.0642807483673096,dda5c3fd-4c21-4a87-ac5a-ed86ce30edc7,154,330,339,516,4,,,
4350,5b32365117c9bf6034a59ea2,0.13979443907737732,0,1,1.0566734075546265,dda5c3fd-4c21-4a87-ac5a-ed86ce30edc7,182,267,410,496,3
4351,"5b32363617c9bf6034a59e6f, 'New', 'New', 'New'",1.128451943397522,26629165-4114-4bda-926b-54ce7354586f,98,221,766,889,1,,,
4352,5b32362617c9bf6034a59e54,0.18019451200962067,0,2,1.0394912958145142,3aa80b9f-b3de-4dcf-8229-4878d460e8cd,199,346,533,680,4
4353,"5b3235c317c9bf6034a59dd8, 'New', 'New', 'New'",0.996562123298645,ec331ed0-0b5e-4af7-8deb-22fdc0712d71,198,321,479,602,1,,,
4354,5b32353d17c9bf6034a59d1a,0.16557464003562927,0,1,0.7423139214515686,d3bd7b95-bcaf-49b7-ad73-c428954417b1,-20,192,536,749,2
4355,"5b32342017c9bf6034a59b8c, 'New', 'New', 'New'",1.0232963562011719,a42962ad-157e-4e7a-8b2b-7d3a18ab9f4d,243,391,667,815,2,,,
4356,5b3233fb17c9bf6034a59b4d,0.09220225363969803,0,1,1.0062214136123657,0fb7a5fd-f9bd-4900-a6ea-3d1f7bf76417,2,214,623,835,3
4357,5b3233bd17c9bf6034a59b06,0.13787677884101868,0,2,1.0814732313156128,a1b0bc8f-efbb-4ef2-b5d7-5885308ce15d,140,242,607,709,1
4358,5b3233ba17c9bf6034a59b03,0.18113619089126587,0,2,0.9890924692153931,bef30458-fa9c-48c3-b308-0eed5fcfacd5,285,408,679,801,1
4359,"5b32336e17c9bf6034a59aa9, 'New', 'New', 'New'",1.0643490552902222,978784ab-3bbe-49a3-8004-5e3e55d3503a,189,366,465,641,3,,,
4360,"5b3232d317c9bf6034a5999f, 'New', 'New', 'New'",0.6797531843185425,0d06a5dd-d7c9-4336-bfa0-7193b5c13a09,-20,192,708,921,2,,,
4361,5b322e4817c9bf6034a5946e,0.1665198802947998,0,1,0.680617094039917,99f4c0c8-0b06-47cd-a968-e61d4ebd36ae,283,538,631,886,2
4362,"5b322e3d17c9bf6034a5945f, 'New', 'New', 'New'",1.0831360816955566,43abef5e-d4bf-4ee4-a099-1b30a9713add,131,343,601,813,5,,,
4363,5b322e2d17c9bf6034a5943f,0.158864825963974,0,5,0.6344220042228699,54bda304-d450-467c-a35f-bfcd6c3c4e21,273,421,578,725,1
4364,"5b32279a17c9bf6034a58c9d, 'New', 'New', 'New'",1.0711137056350708,9e79de72-d1d4-4166-872c-2d5b61cb682e,139,287,533,680,4,,,
4365,"5b32261317c9bf6034a58a7a, 'New', 'New', 'New'",1.0877923965454102,f7c45300-8fd2-46a1-9a0f-1556924b1128,173,296,728,851,3,,,
4366,5b32254417c9bf6034a5897f,0.1579282283782959,0,4,0.7857147455215454,19e6174a-4e1b-4daf-bba7-f8d7b6b277bd,173,386,730,942,2
4367,"5b32242517c9bf6034a5888e, 'New', 'New', 'New'",1.0742515325546265,9fb2a649-0305-4552-9db7-e71a2f4550f9,154,330,680,857,3,,,
4368,"5b32240817c9bf6034a58884, 'New', 'New', 'New'",1.0094183683395386,1ec0cd9a-a20d-4427-bfd1-8c396fef1912,318,466,697,845,3,,,
4369,"5b32238b17c9bf6034a58824, 'New', 'New', 'New'",1.0509206056594849,bdc61dd5-8ed7-4347-9929-ee0fe30f3e58,151,253,628,730,4,,,
4370,"5b3222a617c9bf6034a5873b, 'New', 'New', 'New'",1.0716842412948608,6cff36d5-c897-44b3-bff0-45dbf7878f5e,50,197,712,860,3,,,
4371,"5b32219817c9bf6034a5867e, 'New', 'New', 'New'",0.9506006240844727,e630ec00-de5b-4347-9b14-f9aafa3f64c3,2,214,730,942,2,,,
4372,"5b3220cf17c9bf6034a58610, 'New', 'New', 'New'",1.0432250499725342,aa2677f6-8e2d-4216-806f-abda1a7864ba,223,346,517,640,3,,,
4373,"5b32201617c9bf6034a58553, 'New', 'New', 'New'",1.0355488061904907,aca105e0-8c10-4867-8ce0-5e8d851cbaf6,136,313,536,713,1,,,
4374,"5b321c2b17c9bf6034a58078, 'New', 'New', 'New'",1.0766524076461792,9a556f4c-8624-49c1-9e5b-a276f984262b,171,348,608,785,4,,,
4375,5b321c2b17c9bf6034a58078,0.18727457523345947,0,1,0.9025975465774536,6cff36d5-c897-44b3-bff0-45dbf7878f5e,121,206,471,557,2
4376,"5b321b3f17c9bf6034a57f75, 'New', 'New', 'New'",0.9720988273620605,383c7fdc-0488-4536-a55d-cc754bb790c1,225,402,716,893,3,,,
4377,"5b3219c317c9bf6034a57e1f, 'New', 'New', 'New'",1.0444828271865845,61b6c781-b179-46b8-97ff-a586fdc83b7a,82,259,644,821,3,,,
4378,5b3219a617c9bf6034a57df2,0.15456223487854004,0,2,1.0544872283935547,cf1bd470-e26b-45a5-8d35-9f30a5e6eb1d,229,376,608,755,3
4379,5b32193a17c9bf6034a57d84,0.16356267035007477,0,3,1.0419832468032837,5266caa4-9fe4-44c2-863c-028d00003c99,254,356,389,491,3
4380,5b32193a17c9bf6034a57d84,0.18018612265586853,0,1,0.9482462406158447,e43e1e0c-0941-4e52-83ea-f5224b585aae,231,486,579,834,2
4381,5b32187117c9bf6034a57cc5,0.14757749438285828,0,1,1.037351131439209,baed96e4-cf19-4165-b2cc-ac5c1e07fc39,214,361,712,860,3
4382,5b32181217c9bf6034a57c9a,0.15594744682312012,0,4,0.9893386363983154,8e5e0bc1-8826-41e1-be1e-9d10c56fb731,46,223,770,947,1
4383,5b32180d17c9bf6034a57c93,0.1629708707332611,0,3,0.6176235675811768,80d24719-8251-4a1c-ab99-134089389a8c,23,236,752,964,2
4384,"5b3217e717c9bf6034a57c77, 'New', 'New', 'New'",1.091516375541687,56666927-d67b-4d04-8331-6fbf2a3609af,154,330,447,624,5,,,
4385,5b3212ef17c9bf6034a5792d,0.17986617982387543,0,2,1.029497742652893,b5477cdf-481f-40ea-9bf6-2756036c7481,248,371,704,827,1
4386,"5b3212e117c9bf6034a57923, 'New', 'New', 'New'",0.921567440032959,d08d7215-226c-4001-8585-f8d94790be61,335,458,629,752,2,,,
4387,"5b32126d17c9bf6034a57860, 'New', 'New', 'New'",1.1131354570388794,46a2f8e0-45a2-4188-b080-d401b27d6be7,184,331,623,770,4,,,
4388,"5b3211cc17c9bf6034a57784, 'New', 'New', 'New'",1.1041537523269653,ce6f941d-2a94-4cbf-822f-ba8c825d620d,192,294,617,719,1,,,
4389,"5b3211b017c9bf6034a5774d, 'New', 'New', 'New'",0.9930858612060547,bf6916ec-3f66-478f-919d-cd48e9b2fe29,64,241,770,947,1,,,
4390,"5b320ee817c9bf6034a5726d, 'New', 'New', 'New'",0.9792948961257935,06a605b7-6a00-41bc-a6a1-d2472c503242,154,409,631,886,1,,,
4391,"5b320ed817c9bf6034a5725a, 'New', 'New', 'New'",0.998680591583252,3dac039b-992d-45ea-aaff-aac1cf0d92ea,288,436,652,800,2,,,
4392,"5b320be717c9bf6034a56edd, 'New', 'New', 'New'",1.0680599212646484,cb1372ed-1e28-495a-bc44-06828614d9dc,207,384,554,731,5,,,
4393,5b320b8f17c9bf6034a56eab,0.17258049547672272,0,2,0.9098008871078491,42d08701-fc67-49d7-9239-3184a3bbfe6f,378,525,578,725,2
4394,5b320b2e17c9bf6034a56e31,0.17900341749191284,0,1,1.05465567111969,9c131358-3d73-469a-a58b-e27b56772159,288,436,638,785,3
4395,5b320b2a17c9bf6034a56e23,0.18253330886363983,0,2,1.0430752038955688,79d903dc-b7e0-40fa-81b7-53bcdb5cdf0a,243,420,500,677,4
4396,"5b320a0617c9bf6034a56c92, 'New', 'New', 'New'",1.0686925649642944,1c4c4d45-d693-4dce-8a65-b3e5c213aab5,214,361,578,725,4,,,
4397,5b3209f917c9bf6034a56c82,0.15537559986114502,0,1,1.0173451900482178,f55dffbc-ca15-44d7-959d-74039943b60a,265,367,514,616,1
4398,"5b3208b117c9bf6034a56ae4, 'New', 'New', 'New'",1.072669506072998,895b8319-fb4c-4be8-b727-95ab3815e72f,154,330,572,749,1,,,
4399,"5b32089f17c9bf6034a56ac8, 'New', 'New', 'New'",1.0255155563354492,3c039f2d-36eb-45b4-9890-acaa53b02aaf,279,456,698,875,2,,,
4400,5b3207fe17c9bf6034a569ab,0.13552190363407135,0,2,1.0337311029434204,ad7e8b7c-d901-4168-af58-e4b1f008f61d,207,384,608,785,3
4401,5b32070117c9bf6034a56851,0.16567206382751465,0,5,1.0555087327957153,054d5831-0a70-4862-a4ea-304c81234e98,136,259,566,689,4
4402,5b3206c317c9bf6034a56812,0.18290290236473083,0,1,1.0712958574295044,76f66f03-9b4e-48c6-8e83-9d3fdde89a24,68,170,762,865,1
4403,"5b3206c317c9bf6034a56812, 'New', 'New', 'New'",1.0552493333816528,77b3c27b-fe63-4fc4-a278-1b607b5613ff,288,436,398,546,4,,,
4404,5b32064817c9bf6034a56716,0.18824420869350433,0,1,1.055369257926941,7f2b9dd2-3115-4622-b195-720e05bfe092,223,346,566,689,4
4405,5b3203da17c9bf6034a56384,0.1388823688030243,0,2,1.0544158220291138,ade4b93c-02d4-451a-ba1a-e50451fc2d94,213,315,742,844,3
4406,5b3202b017c9bf6034a561e1,0.1553858518600464,0,3,1.066886067390442,918e0755-93a1-49c1-af37-032fb0f60a25,272,395,380,503,5
4407,"5b3202ae17c9bf6034a561d6, 'New', 'New', 'New'",1.0117506980895996,e6a92af6-9326-4396-8982-4ace600f8ed1,297,474,393,570,2,,,
4408,"5b3201ec17c9bf6034a5610b, 'New', 'New', 'New'",1.0468451976776123,6b42fee2-23ff-49db-af05-6279ad288988,169,317,518,665,4,,,
4409,5b3201e417c9bf6034a560fa,0.08283098042011261,0,1,1.0656124353408813,b262e92b-584c-4b1e-a132-46b43920b528,131,343,601,813,4
4410,"5b3201aa17c9bf6034a560be, 'New', 'New', 'New'",0.8478459119796753,e4d60916-2ffa-493c-8f99-ee1704bebd8b,214,361,712,860,3,,,
4411,"5b32016917c9bf6034a5607d, 'New', 'New', 'New'",1.1051084995269775,cade143a-f920-4c35-9123-9d5bc2b1afd5,89,191,628,730,3,,,
4412,"5b32016917c9bf6034a5607d, 'New', 'New', 'New'",0.9758546352386475,b574738b-43d4-42b4-9353-7bd2b34cf5fa,281,494,708,921,3,,,
4413,5b32016517c9bf6034a5607b,0.17752189934253693,0,1,1.1024304628372192,1b86ef53-4139-4c10-abb3-9a29028ce89b,173,258,393,479,3
4414,"5b32010e17c9bf6034a56047, 'New', 'New', 'New'",1.0657873153686523,204d4217-8efd-4bb3-a9a3-6b1eb73c57d1,207,384,770,947,2,,,
4415,"5b32002b17c9bf6034a55f5a, 'New', 'New', 'New'",1.050519347190857,63bcb367-5fdd-4066-a959-e0966d12bf48,288,436,727,875,2,,,
4416,"5b31ff9117c9bf6034a55eb6, 'New', 'New', 'New'",1.0130163431167603,c9a5fb4e-160e-46ce-9819-c5b4b04e83ba,118,295,465,641,3,,,
4417,"5b31fe0b17c9bf6034a55d4a, 'New', 'New', 'New'",0.9938437938690186,c04869e3-3e57-458a-a1d6-fedf259003bd,124,272,801,949,2,,,
4418,"5b31fdd017c9bf6034a55d01, 'New', 'New', 'New'",0.9861109256744385,2e5c5482-4826-4414-88f0-5824cc9a4911,378,525,638,785,3,,,
4419,"5b31fcc717c9bf6034a55b1d, 'New', 'New', 'New'",1.06010901927948,3e45cffb-2686-489f-870f-f25664672000,236,359,504,627,4,,,
4420,5b31fcbf17c9bf6034a55b0e,0.10184407234191895,0,1,1.0569543838500977,3e45cffb-2686-489f-870f-f25664672000,243,302,255,314,2
4421,5b31fcbf17c9bf6034a55b0e,0.1780906617641449,0,2,1.0262740850448608,a7fce146-518e-468b-8cb8-aa3dd45f9451,182,284,524,626,2
4422,"5b31fbeb17c9bf6034a55a2e, 'New', 'New', 'New'",1.087330937385559,b849317c-7320-4989-ad46-b1d69a82672b,98,221,666,789,4,,,
4423,5b31f9dc17c9bf6034a55738,0.1307467818260193,0,1,1.0557305812835693,40b087ed-e5db-45cd-8dcc-bad7fa50634c,94,242,548,695,3
4424,5b31f9d917c9bf6034a5572f,0.1792611926794052,0,1,1.077285647392273,40b087ed-e5db-45cd-8dcc-bad7fa50634c,175,245,248,320,3
4425,5b31f9d917c9bf6034a5572f,0.168119415640831,0,5,1.05931556224823,df341da7-60ca-4a50-a19b-479eefd82431,173,296,579,702,2
4426,"5b31f89117c9bf6034a555c5, 'New', 'New', 'New'",1.0808507204055786,8fb66d9a-ca5a-48d9-a286-ea16ae1db617,109,321,536,749,3,,,
4427,"5b31f77217c9bf6034a5547b, 'New', 'New', 'New'",1.0735613107681274,79f88fa7-3af5-4e8d-9079-e8383656f33c,46,223,536,713,3,,,
4428,"5b31f76717c9bf6034a55464, 'New', 'New', 'New'",0.6677085161209106,e3ad600d-060e-4f78-aaba-3d625d1384de,-20,192,579,792,3,,,
4429,5b31f70117c9bf6034a553f4,0.1136348620057106,0,4,1.0691957473754883,29759093-bc21-40d0-9959-aa19fc56363d,171,274,493,595,3
4430,"5b31f60317c9bf6034a552ba, 'New', 'New', 'New'",1.0779534578323364,a866f15c-607e-4b62-aff9-56abf7cd0b73,123,246,604,727,2,,,
4431,5b31f5d117c9bf6034a55261,0.1838645339012146,0,1,1.06038498878479,7c02bb48-95f5-4ef2-8015-94dcea54c0bd,294,379,454,539,4
4432,5b31f5d117c9bf6034a55261,0.18019358813762665,0,2,0.6567873954772949,bef30458-fa9c-48c3-b308-0eed5fcfacd5,149,271,840,963,2
4433,"5b31f5ce17c9bf6034a55250, 'New', 'New', 'New'",1.0674662590026855,a1be1a14-1713-401d-93b1-e82f4cf58156,273,332,297,356,3,,,
4434,"5b31f5ce17c9bf6034a55250, 'New', 'New', 'New'",1.0127136707305908,1e541874-b0e2-45f1-93ff-e43f2f0e8d1e,154,302,787,934,4,,,
4435,"5b31f59d17c9bf6034a551f6, 'New', 'New', 'New'",1.0802412033081055,dca2b8ce-233d-4d74-a80e-a17793bc0574,243,420,680,857,5,,,
4436,5b31f42217c9bf6034a54fd8,0.08609336614608765,0,2,1.028667688369751,450463fa-b6cc-45dc-a43a-b7fa2f550c48,184,331,608,755,4
4437,5b31f36917c9bf6034a54f4d,0.1507779359817505,0,4,0.9469473361968994,20c4f3ea-ea9e-4db6-a3f8-57c7a652dc57,184,331,518,665,3
4438,5b31f36517c9bf6034a54f3e,0.18845266103744507,0,1,0.961605429649353,20c4f3ea-ea9e-4db6-a3f8-57c7a652dc57,184,331,503,650,3
4439,5b31f36017c9bf6034a54f36,0.1736784279346466,0,2,0.9973136186599731,cb646cbf-b88f-435c-9d60-f19b58b94596,214,361,563,710,3
4440,5b31f32b17c9bf6034a54eda,0.18314394354820251,0,1,0.8938058614730835,cab2b3e5-c274-46e1-9f95-80b345fa0c6b,332,509,716,893,3
4441,"5b31f29f17c9bf6034a54e20, 'New', 'New', 'New'",1.0516023635864258,6cda7d15-42c7-4193-b1dc-ff0ee67004c0,118,295,572,749,2,,,
4442,"5b31f28017c9bf6034a54dfe, 'New', 'New', 'New'",1.0075420141220093,fff441bf-37b4-405c-af2e-a89f2b2eef4e,318,466,712,860,1,,,
4443,5b31f24317c9bf6034a54dab,0.1865917146205902,0,1,0.9631029367446899,bfe44bef-36c6-41b0-b7d4-ac5191cd705e,154,409,631,886,3
4444,"5b31f20517c9bf6034a54d7c, 'New', 'New', 'New'",1.061021327972412,4cd9213e-b6cf-42f8-9302-d55eaadb9d36,123,246,592,714,3,,,
4445,5b31f17f17c9bf6034a54d06,0.14088240265846252,0,5,1.006349802017212,1a15ef07-f7e9-4e86-a638-89f76e03b94a,169,317,652,800,3
4446,"5b31f17817c9bf6034a54d01, 'New', 'New', 'New'",1.053397536277771,6c829379-8311-4961-8001-a4879c234be8,199,346,458,605,4,,,
